Tweet_lemmatized
"['vision', 'empower', 'player', 'reach', 'full', 'potential', 'enjoy', 'sport', 'soccer', '', 'playing', 'and…', 'httpstcoiowjqwrnid']"
"['sport', 'club', 'internacional', 'rest', 'peace', '⭐', '➕', '']"
"['elnenysdad', 'runreissrun', 'wouldn’t', 'anything', 'support', 'without', 'football', 'player', 'playing', 'sport']"
"['judemarshall', 'augustyme', 'adamprice', 'one', 'cannot', 'separated', 'men', 'become', 'woman', 'uttering', 'ma…', 'httpstconfixyrzlix']"
"['rt', 'danwetzel', 'coastal', 'carolina', '', 'season', 'committee', 'wouldn’t', 'put', '', 'it’s', 'strange', 'sport', 'winn…']"
"['🇶🇦', 'qatar', '🇶🇦', 'secretary', 'general', 'organization', 'legacy', 'committee', 'acknowledged', 'significance', 's…', 'httpstcovnqgwmg']"
"['rt', 'danwetzel', 'coastal', 'carolina', '', 'season', 'committee', 'wouldn’t', 'put', '', 'it’s', 'strange', 'sport', 'winn…']"
"['swear', 'nba', 'officially', 'fundamental', 'sport']"
"['realskipbayless', 'literally', 'reason', 'cleveland', 'owns', 'championship', 'major', 'sport', 'last', 'half', 'century', '🤣😂🤣😂🤣']"
"['kristalmac', 'parker', 'loved', 'watching', 'play', 'hockey', 'one', 'thing', 'certain', 'sport', 'isn’t', 'e…', 'httpstcoojvzglcbiy']"
"['listen', 'kihllisa', 'talk', 'research', 'fraud', 'community', 'sport', '⬇️⬇️', 'podcast', 'available', 'fr…', 'httpstcoqxybnrdly']"
"['rt', 'mchsvb', 'congratulation', 'dual', 'sport', 'athlete', 'always', 'willing', 'extra', 'mile', '🙌🏼🏐🎉', 'ladyramgbbmchs', 'httpstcomnbv…']"
"['repmattgaetz', 'yeah', 'maybe', 'leave', 'pandemic', 'tip', 'people', 'contracted', 'covid', 'sport', 'httpstcoxgsrijs']"
"['williams', 'founded', 'williams', 'f', 'team', 'stood', 'team', 'principal', 'septembersir', 'frank', 'williams', 'fo…', 'httpstcofjbipod']"
"['leonlegge', 'i’ve', 'tried', 'reason', 'many', '‘bored', 'stance’', 'say', '‘politics', 'kept', 'out…', 'httpstcoonayvpha']"
"['gugachacra', 'sport']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['elwatansport', 'full', 'body', 'workout', 'beginner', '🔥💪🏼', '\nhttpstcocxavdujau']"
"['rt', 'atinyhealing', 'jongho', 'apart', 'amazing', 'vocalist', 'dancer', 'performer', 'play', 'almost', 'sport', 'soccer', 'basketball', 'baseball…']"
"['romeobr', 'recordsport', 'yes', 'who', 'fan', 'bubbling', 'httpstconqbvgsdh']"
"['buy', 'amazon', 'gt', 'httpstcojkwafqhos', 'httpstcoxwtszjg']"
"['kidmike', 'jimmygards', 'bryandfischer', 'seems', 'like', 'silly', 'position', 'takegive', 'sport', 'dammit', '', 'hell', 'everyone', 'else']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['rt', 'bccassociation', 'next', 'beyond', 'sideline', 'roundtable', 'feature', 'begin', 'sunday\n\nwe’ll', '', 'part', 'series', 'highlight', 'b…']"
"['rt', 'rylesportsmed', 'winter', 'sport', 'athlete', 'don’t', 'forget', 'must', 'fill', 'form', 'respective', 'team', 'prior', 'practice', 'start', 't…']"
"['celtic', 'bro', 'as']"
"['latest', 'jose', 'mourinho', 'rule', 'january', 'loan', 'move', 'outoffavour', 'harry', 'wink', 'thfc', 'httpstcoedefmlffn']"
"['romeobr', 'recordsport', 'much', 'hate', 'yous', 'celtic', 'probably', 'one', 'hated', 'club', 'britain']"
"['checking', 'family', 'member', 'racism', 'favorite', 'sport']"
"['rt', 'sherannefairley', 'interested', 'research', 'fraud', 'community', 'sport', 'article', 'freeopen', 'access', 'march', '', 'accompanying', 'po…']"
"['don’t', 'come', 'u', 'peeling', 'green', 'plantain', 'sport', 'ive', 'yet', 'master', 'malfwending', 'httpstcoihnlhuecat']"
"['qorprate', 'currently', 'sport', 'massive', 'beard', 'grown', 'course', '', 'month', 'understand', 'people', 'm…', 'httpstcohyohnfm']"
"['aiyrham', 'elite', 'english', 'premier', 'league', 'player', 'clobbered', 'cv', 'httpstcooslmdnwod']"
"['rt', 'todayng', 'english', 'premier', 'league', 'record', 'six', 'positive', 'coronavirus', 'case', 'latest', 'testing', 'httpstcolxdsqdkank']"
"['rt', 'unitrackfieldxc', 'excited', 'welcome', 'sauerbreitrevor', 'panther', 'family', 'threesport', 'athlete', 'wapsie', 'valley', 'where…']"
"['rt', 'lisanations', 'ig', '', '—', 'grtsp', 'ig', 'update', 'lisa', 'hoodie', '\n\n🔗', 'httpstcogzudpuw\n\nlisa', '리사', 'blackpink', '블랙핑크', 'lalisa', 'bla…']"
"['joshtaylorboxer', 'thought', 'champ', '', '\n\nhttpstcoteyxlthikp']"
"['rt', 'beggiejoe', '', 'bmw', 'g', 'sport', 'sale', '‼️\nmileage', 'km\nprice', 'k', 'negotiable\n', 'year', 'warranty', 'motorplan\n\nk', 'promised…']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['wow', 'sport', 'game', 'actually', 'matter', 'virginia', 'tech', 'pulling', 'away', 'clemson', 'quickly']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['zeah', 'want', 'mercedes', 'c', 'amg', 'sport']"
"['rt', 'ericcressey', 'view', 'aren’t', 'wearing', 'lifting', 'belt', 'sport', 'shouldn’t', 'wearing', 'practicetraining']"
"['broken', 'sport', 'httpstcoztgozxjqc']"
"['rt', 'teamcronaldo', 'cristiano', 'ronaldo', '“', '', 'start', 'think', 'leg', 'going', 'want', 'stay', 'sport', 'football', 'people', 'look…']"
"['sir', 'alex', 'ferguson', 'name', 'unplayable', 'man', 'utd', 'rival', 'made', 'biggest', 'impression', 'httpstcooxtnrbxa']"
"['rt', 'fearthewaveblog', 'part', 'suck', 'g', 'absolutely', 'leverage', 'cfb', 'large', 'doesnt', 'care', 'disservice', 'is…']"
"['lewdog', 'drcorbincwong', 'serenawilliams', 'yes', 'miss', 'sport', 'pepper', 'chicago', 'hot', 'dog', 'amp', 'hot', 'pepper', 'that…', 'httpstcoeyfvjhkjde']"
"['alert', 'high', 'roller', 'posted\nhidden', '', 'virginia', 'tech', 'hokies', '', 'clemson', 'tiger', '…', 'httpstcocouepnzweo']"
"['rt', 'patrioticezzu', 'like', 'child', 'enjoyed', 'playing', 'sport', 'fond', 'football', '\n\npatrioticezzu', '\ndecapsmartyr…']"
"['gewrestling', 'shout', 'entire', 'gewrestling', 'coaching', 'staff', 'work', 'far', 'season', 'battling', 'throug…', 'httpstcovtqltknlu']"
"['sticking', 'rule', 'solidifies', 'sport', 'integrity', 'bending', 'favor', 'ripple', 'effect', 'in…', 'httpstcoibrswjtwf']"
"['icebergsilva', 'it’s', 'superior', 'it’s', 'better', 'sport', 'jake', 'training', '', 'years…', 'httpstcokdfizxudb']"
"['mcklennox', 'recordsport', 'pretty', 'much']"
"['one', 'informed', 'sport', 'anime', 'make', 'smh']"
"['grabakahitman', 'possibly', 'little', 'early', 'according', 'fox', 'sport', 'httpstcoxjjcpoonlf']"
"['rt', 'galwaycityco', 'galway', 'city', 'council', 'delighted', 'announce', 'allocation', '€', '', 'group', 'club', 'city', 'minor…']"
"['made', 'cut\n\na', 'fairytale', 'captain', 'knock', '', 'maiden', 'first', 'xi', 'century', 'fivewicket', 'haul', 'feature', 'this…', 'httpstcobulsxkdbrg']"
"['rt', 'danwetzel', 'coastal', 'carolina', '', 'season', 'committee', 'wouldn’t', 'put', '', 'it’s', 'strange', 'sport', 'winn…']"
"['ravenadragon', 'it’s', 'literally', 'making', 'mockery', 'sport', 'real', 'fighter', 'either', 'falling', 'th…', 'httpstcojpvzvostkb']"
"['rt', 'trboxing', 'congratulation', 'andreward', 'upcoming', '', 'induction', 'boxinghall\n\nandre', 'built', 'impeccable', 'résumé', 'r…']"
"['gugachacra', 'sport']"
"['college', 'football', 'favorite', 'sport', 'goodness', 'postseason', 'format', 'fucking', 'archaic', 'need', 'be…', 'httpstcouxiwzkgxxi']"
"['rt', 'leonlegge', 'work', 'together', 'sport', 'society', 'everywhere', 'kick', 'wretched', 'disease', 'booed', 'football', 'club…']"
"['rt', 'trboxing', 'congratulation', 'andreward', 'upcoming', '', 'induction', 'boxinghall\n\nandre', 'built', 'impeccable', 'résumé', 'r…']"
"['rt', 'danwetzel', 'coastal', 'carolina', '', 'season', 'committee', 'wouldn’t', 'put', '', 'it’s', 'strange', 'sport', 'winn…']"
"['rt', 'buzzjohnnabors', 'said', 'i’ll', 'say', 'again\n\ncfb', 'sport', 'level', 'league', 'anywhere', 'team', 'go…']"
"['rt', 'feiglobal', 'rest', 'peace', 'moorland', 'totilas', '❤️\n\nthank', 'record', 'broken', 'memory', 'made', 'amp', 'history', 'hoofbeats', 'created…']"
"['rt', 'danwetzel', 'coastal', 'carolina', '', 'season', 'committee', 'wouldn’t', 'put', '', 'it’s', 'strange', 'sport', 'winn…']"
"['pep', 'guardiola', 'confronts', 'anthony', 'taylor', 'official', 'announces', 'four', 'minute', 'stoppage', 'time', 'httpstcoddibyrhqq']"
"['jose', 'mourinho', 'rule', 'january', 'loan', 'move', 'outoffavour', 'harry', 'wink', 'httpstcoiapgktdfk']"
"['rt', 'laurahartley', 'beautiful', 'piece', 'andyturnerccfc', 'people', 'cov', 'heard', 'teigan’s', 'heartbreaking', 'story\nthere', 'aren’t', 'man…']"
"['keitholbermann', 'borrow', 'europe', 'secretary', 'sport']"
"['breitbartnews', 'fuck', 'blm', 'nfl', 'wont', 'watch', 'sport', 'call', 'racist', 'simply', 'white', 'wont', 'be…', 'httpstcozdtuvre']"
"['jkranites', 'ksteets', 'seanrosssapp', 'iammozza', 'last', 'night', 'game', '', 'percent', 'last', 'year', '', 'straight', 'weeks…', 'httpstcoekmwomni']"
"['nuothemonk', 'johnny', 'seeing', 'reviewed', 'january', 'know', 'im', 'active', 'supporter', 'amp', 'wa…', 'httpstcoflbpelzf']"
"['rt', 'fortiuscentre', 'signed', 'agreement', 'cityofburnaby', 'purchase', 'fortius', 'facility', 'city', 'intends', 'operat…']"
"['rt', 'namtan', 'i’m', 'busy', 'lisa', '❤️']"
"['rt', 'ericcressey', 'view', 'aren’t', 'wearing', 'lifting', 'belt', 'sport', 'shouldn’t', 'wearing', 'practicetraining']"
"['fantastic', 'read🏳️\u200d⚧️\nhttpstconxiixiv']"
"['rt', 'gggboxing', 'best', 'sport', '🥊⚽️', 'cristiano', 'daznboxing', 'httpstcotcyrkknx']"
"['rt', 'haikyuubby', 'rarepair', 'comfort', 'ship', 'extreme', 'sport']"
"['thenbacentral', 'talkin', '', '', 'team', 'sport', 'curry', 'simply', 'around', 'court', 'going', 'throu…', 'httpstcoifmznuut']"
"['hypocrisy', 'real', 'it’s', 'good', 'look', 'sport', 'bg', 'ad', 'making', 'rationale', 'cfbplayoff', 'httpstcoiffufddso']"
"['recordsport', 'oh', 'belter', '😂😂😂\nas', 'n', 'forever', 'forgotten', '😂😂👍']"
"['callum', 'smith', 'topple', 'canelo', 'alvarez', 'weekend\n\nhttpstcoiflileck']"
"['rugby', 'australia', 'job', 'vacant', 'raelene', 'castle', 'departed', 'fallingout', 'board', 'april…', 'httpstcogbclolibq']"
"['vaccine', 'sport', 'ni', 'pacquiao', '\n\ngood', 'morning']"
"['rt', 'gentryestes', 'fbs', 'college', 'football', 'sport', 'know', 'team', 'start', 'season', 'opportunity', '—', 'matter', 'if…']"
"['wrapping', 'christmas', 'present', 'intense', 'sport']"
"['rt', 'todayng', 'english', 'premier', 'league', 'record', 'six', 'positive', 'coronavirus', 'case', 'latest', 'testing', 'httpstcolxdsqdkank']"
"['rt', 'curlylatinatrav', 'blogger', 'youtuber', 'solo', 'traveler', 'polyglot', 'enginner', 'love', 'trying', 'experience', 'e…']"
"['mean', 'i’ve', 'telling', 'people', 'year', 'really', 'think', 'anything', 'different\n\nagain', 'wh…', 'httpstcovvtqowwgh']"
"['rt', 'fearthewaveblog', 'part', 'suck', 'g', 'absolutely', 'leverage', 'cfb', 'large', 'doesnt', 'care', 'disservice', 'is…']"
"['iburs', 'colwight', 'mrjohnnicolson', 'ofcom', 'commonsdcms', 'bbcnews', 'alliancelgb', 'bluskyeallison', 'stonewalluk', 'the…', 'httpstcogxrghzidf']"
"['rt', 'benfranklin', 'peter', 'nygard', 'jeffrey', 'epstein', 'harvey', 'weinstein', 'prince', 'andrew', '', 'part', 'class', 'people', 'exist', 'law…']"
"['rt', 'jamieboyle', 'former', 'ibf', 'world', 'champion', 'glenn', 'mccrory', 'reading', 'book\n\nbuy', 'duke', 'windy', 'nook', '', 'gary', 'firby', '', 'amazon', 'eb…']"
"['rt', 'benfranklin', 'peter', 'nygard', 'jeffrey', 'epstein', 'harvey', 'weinstein', 'prince', 'andrew', '', 'part', 'class', 'people', 'exist', 'law…']"
"['httpstcokinaxofqy\n\nfor', 'second', 'straight', 'weekend', 'highly', 'improbable', 'parlay', 'hit', 'betmgm']"
"['rt', 'gggboxing', 'best', 'sport', '🥊⚽️', 'cristiano', 'daznboxing', 'httpstcotcyrkknx']"
"['rt', 'gazelletwin', 'hear', 'blood', 'sport', 'brooklynvegan', '', 'nocturne', 'friday', 'invadauk', 'amp', 'lakeshorerecs', 'httpstconcwogbbgl']"
"['chrisvannini', 'mistake', 'always', '“', 'best', '', 'deserving”', 'line', 'earth', 'most…', 'httpstcokaufhp']"
"['rwpusa', 'parent', 'taught', 'poor', 'sport', 'lose', 'grace', 'moral', 'usually', 'taught', 'family', 'origin']"
"['rt', 'indyfootball', 'jose', 'mourinho', 'claim', '‘time', 'given’', 'man', 'united', 'expects', 'stay', 'tottenham', '‘for', 'long', 'time’\n\nby', 'migueldel…']"
"['cymotorsport', 'depends', 'used', 'f', 'really', 'black', 'white', 'sport', 'part', 'there…', 'httpstcongkqtrsfiw']"
"['rt', 'berlermowhore', 'trying', 'watch', 'tv', 'show', 'different', 'language', 'w', 'subtitle', 'you’re', 'also', 'phone', 'texting', 'people', 'a…']"
"['rt', 'kevomorelli', 'name', 'kevo', 'morelli', 'photography', 'sport', 'i’m', 'based', 'houston', 'tx', 'love', 'beleive', 'form', 'art…']"
"['rt', 'gaztankmotors', '😱😱😱😱😱😱😱😱😱😱😱😱\n😱😱big', 'stunt', '', 'small', 'space😱😱\n😱😱😱😱😱😱😱😱😱😱😱😱\nmotorcycle', 'motorbike', 'stunt', 'biker', 'trialsbike', 'impressive', 'jum…']"
"['feel', 'good', 'hell', 'watch', 'tennessee', 'blow', 'someone', 'sport']"
"['payasomarihuano', 'never', 'worn', 'croc', 'life', 'can’t', 'argue', 'physically', 'aesthetically', 'look…', 'httpstcoounmwufpr']"
"['said', 'i’ll', 'say', 'again\n\ncfb', 'sport', 'level', 'league', 'anywhere', 'team…', 'httpstcogxvdyzl']"
"['coachcolton', 'whatever', 'game', 'way', 'biggest', 'sport', 'world']"
"['rt', 'benfranklin', 'peter', 'nygard', 'jeffrey', 'epstein', 'harvey', 'weinstein', 'prince', 'andrew', '', 'part', 'class', 'people', 'exist', 'law…']"
"['intohyunins', 'star', 'girl', 'interludethe', 'weeknd\npainfully', 'obviousharmless\nreanimatorjoji', '\nsupermodelsza', '\npinkwhite…', 'httpstcohwoulwjun']"
"['kirkherbstreit', 'davidpollack', 'company', 'defending', 'something', 'can’t', 'defend', 'cfbplayoff', 'committee', 'idio…', 'httpstcojjkxzzspq']"
"['bbcsport', 'need', 'dress', 'like', 'twat', 'make', 'sport', 'exciting', 'good', 'luck']"
"['ditson', 'spirit', 'week', 'day', '', 'tomorrow', 'sport', 'spirit', 'sportsteam', 'day']"
"['gerard', 'houllier', 'former', 'liverpool', 'manager', 'dy', '', 'httpstcoropqlxrynf']"
"['claredietitian', 'hi', 'mr', 'wood', 'see', 'sport', 'hand', 'football', 'sorry', 'bother', 'guy', 'it’s', 'new…', 'httpstcoxgnnrsm']"
"['anyiamdaniel', 'mansamusa', 'rgnaldsa', 'brfootball', 'order', 'dress', 'shoe', 'properly', 'need', 'oversize', 'the…', 'httpstcouevzyjglky']"
"['view', 'aren’t', 'wearing', 'lifting', 'belt', 'sport', 'shouldn’t', 'wearing', 'practicetra…', 'httpstcouvdgvygvk']"
"['leicesterdylan', 'mattmuncaster', 'fortniteintel', 'it’s', '“soccer”', 'u', 'pussy', 'sport', 'gonn…', 'httpstcoqijgqlvqi']"
"['rt', 'xlurch', 'huge', 'congrats', 'summerhill\n\njenny', 'nominated', '“best', 'reporting', 'issue', 'sport”', 'category', 'piece', '‘fer…']"
"['rt', 'independent', 'wright', 'make', 'winning', 'start', 'world', 'championship', 'dressed', 'grinch', 'httpstcoqctfmcuaw']"
"['rgnaldsa', 'brfootball', 'order', 'dress', 'shoe', 'properly', 'need', 'oversize', '', 'inch', 'you…', 'httpstcovnewxekqs']"
"['rt', 'nzstuffsport', 'jarryd', 'hayne', 'trial', 'former', 'nrl', 'star', 'retrial', 'sex', 'assault', 'charge', 'httpstcozdrbbij', 'httpstcovkvsjzlu']"
"['studying', 'last', 'exam', 'sport', 'like', 'brain', 'dead']"
"['timbrando', 'cfbplayoff', 'gatorsfb', 'georgiafootball', 'gobearcatsfb', 'college', 'football', 'dyingsame', 'team', 'e…', 'httpstcoqfoilepb']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['rt', 'javiergoya', 'several', 'year', 'back', 'round', 'intern', 'interview', 'scheduled', '', 'day', 'candidate', 'mom', 'called', '', 'wanted', 'to…']"
"['know', 'wont', 'last', 'forever', 'eternally', 'grateful', 'kidfury', 'sport', 'short', '💀']"
"['rt', 'eisnerryan', 'person', 'cfp', 'committee', 'ashamed', 'awful', 'embarrassing', 'bad', 'terr…']"
"['bawsburzt', 'recordsport', 'least', 'it’s', 'disco', 'light', 'trying', 'keep', 'oan', 'though', 'n', 'yer', 'pie', 'shite']"
"['australia', 'instability', 'give', 'india', 'something', 'target', 'first', 'test', 'geofflemonsport', 'httpstconeleyjihd']"
"['suntory', 'sungoliath', 'job', 'continue', 'despite', 'world', 'cup', 'drawadvice', 'way', 'conflict', 'england', 'team', 'priorit…', 'httpstcoauuprndg']"
"['rt', 'tbettsskillz', 'star', 'clinic\nskill\ntechnique\nattitude\nresources\n\njan', 'nd\n', '', '', 'pm\n🏢', 'clubhousemw', '\n\nonline', 'registration', '…']"
"['coluofficial', 'beaten', 'cambridge', 'united', '', 'gazette', '', 'gazette', 'httpstconzlurbpz']"
"['bath', 'rugby', 'linked', 'move', 'south', 'african', 'forward', 'httpstcobffzifgjf', 'httpstcobtjrdde']"
"['rt', 'todayng', 'english', 'premier', 'league', 'record', 'six', 'positive', 'coronavirus', 'case', 'latest', 'testing', 'httpstcolxdsqdkank']"
"['unpredictable', 'sport', 'full', 'fresh', 'team', 'year', '', 'httpstcoyekbwujv']"
"['suv', 'must', '', 'living', 'independently', 'parent', 'actual', 'sport', 'utilize', 't…', 'httpstcoxbph']"
"['philly', 'sport', 'fan', 'finest', '🤦\u200d♂️', 'httpstcomphpzeiotb']"
"['httpstcobfufkreaqg\nlike', 'hockey', '🏒', '', 'soccer', '⚽️', 'beautiful', 'sport']"
"['rt', 'feiglobal', 'rest', 'peace', 'moorland', 'totilas', '❤️\n\nthank', 'record', 'broken', 'memory', 'made', 'amp', 'history', 'hoofbeats', 'created…']"
"['going', 'dance', 'sport', 'younger', 'httpstcoemwjbij']"
"['rt', 'kirbykirbybee', 'stoked', 'admittedly', 'still', 'little', '🤯', 'sirensport', 'finalist', 'sportsausmediaawards', 'alongside…']"
"['rt', 'jossprior', 'darling', 'gendercranks', 'tulsi', 'gabbard', 'attempted', 'kick', 'trans', 'people', 'sport', 'u', 'yet', 'ano…']"
"['fbs', 'college', 'football', 'sport', 'know', 'team', 'start', 'season', 'opportunity', '—', 'matt…', 'httpstcodlixyil']"
"['neilsummers', 'garage', 'ahoy', '\nget', 'king', 'size', 'mar', 'blue', 'lucozade', 'sport']"
"['english', 'premier', 'league', 'record', 'six', 'positive', 'coronavirus', 'case', 'latest', 'testing', 'httpstcolxdsqdkank']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['rt', 'nigerianewsdesk', 'tyson', 'fury', 'go', 'legal', 'feud', 'bbc', 'spoty', 'nomination', 'httpstcoxhzgrjjyvv']"
"['rt', 'haikyuubby', 'rarepair', 'comfort', 'ship', 'extreme', 'sport']"
"['carlton', 'eye', 'defensive', 'reinforcement', 'final', 'list', 'spot', 'invitation', 'train', 'finalised', 'week', '♻️', 'httpstconkqhyxyza']"
"['jeffkcollins', 'kind', 'card', 'looking', 'specifically', 'change', 'sport']"
"['rt', 'tbettsskillz', 'star', 'clinic\nskill\ntechnique\nattitude\nresources\n\njan', 'nd\n', '', '', 'pm\n🏢', 'clubhousemw', '\n\nonline', 'registration', '…']"
"['', 'hard', 'year', 'didnt', 'stop', 'inspiring', 'plantbased', 'athlete', 'httpstcocrpjkyac…', 'httpstcoqtamgkbkr']"
"['power', 'five', 'team', 'exact', 'route', 'national', 'championship', '\n\ni', 'can’t', 'think', 'sport', 'at…', 'httpstcowognenwws']"
"['aussiesdointhgs', 'sportutility', 'vehicle', 'truck']"
"['recordsport', 'bhoot', 'sored']"
"['rt', 'marialenatvl', 'everything', '🙄', 'croc', 'fit', 'wear', 'put', 'em', 'sport', 'mode', 'way', 'running', 'with…']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['rt', 'earthsenseaq', 'great', 'article', 'airqualitynews', 'importance', 'understanding', 'airquality', 'taking', 'part', 'sport', 'ex…']"
"['neil', 'warnock', 'hold', 'talk', '‘frustrated’', 'man', 'city', 'loanee', 'patrick', 'robert', 'middlesbrough', 'transfer', 'future', 'httpstcoqckignvqz']"
"['statsowar', 'leesharpenfl', 'least', 'defined', 'season', 'yes', 'right', 'whole', 'sport', 'arbitrary']"
"['sport', 'day', 'like', '✨', 'stupid', 'day', '✨']"
"['childersradio', 'college', 'football', 'clown', 'sport', 'can’t', 'greatest', 'sport', 'ever', 'invented', 'pull', 'typ…', 'httpstcoestpiuq']"
"['rt', 'alliseeisgold', 'seeking', 'greatness', 'mean', 'looking', 'constant', 'improvement', 'even', 'little', 'area', 'evolve', 'check', 'ne…']"
"['fcbarcelonafl', 'sporten', 'beat', 'real', 'first', '🥺']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['', '', '', 'secbolt', 'stainless', 'steel', 'band', 'compatible', 'watch', 'band', 'mm', 'mm', 'woman', 'iwatch', 'series', '', 'a…', 'httpstcoexuybfviv']"
"['great', 'time', 'speaking', 'robertsonsj', 'trackvu', 'podcast', 'future', 'job', 'sport', 'int…', 'httpstcobedrjimdtf']"
"['kirbykirbybee', 'sirensport', 'bluddy', 'deserved']"
"['adventuressands', 'great', 'watch', 'aaa', 'majority', 'wrestling', 'fan', 'worldwide', 'abandoned', '“sport”', 'app…', 'httpstconnggyruu']"
"['rt', 'tcarlson', 'girl', 'final\ncentral', 'city', '\nalburnett', '\n\ngood', 'trc', 'west', 'wildcat', 'advance', '', 'season', 'cats\njt…']"
"['rt', 'scmpnews', 'spur', 'star', 'son', 'heungmin', 'named', 'korean', 'player', 'year', 'httpstcorxmqdeukod']"
"['rt', 'pauldehnerjr', 'college', 'football', 'game', 'fantastic', 'everything', 'else', 'sport', 'broken', 'greedfilled', 'embarrassment']"
"['ten', 'thing', 'look', 'ahead', 'premier', 'league', 'round', 'midweek', 'fixture', 'httpstcokozcjcefjm', 'httpstcomszekgv']"
"['alexalxalix', 'sviiin', 'agree', 'disagree', '—', 'cheated', 'decade', 'doping', 'athlete', '', 'none', 'ever', 'tested', 'positive…', 'httpstcotbukuits']"
"['gugachacra', 'sport']"
"['rt', 'independent', 'wright', 'make', 'winning', 'start', 'world', 'championship', 'dressed', 'grinch', 'httpstcoqctfmcuaw']"
"['rt', 'feiglobal', 'here', 'legend', 'changed', 'sport', 'forever', 'remembered', 'one', 'best', 'rest', 'peace', 'totilas', '❤️']"
"['rt', 'haikyuubby', 'rarepair', 'comfort', 'ship', 'extreme', 'sport']"
"['joeg', 'callumsmith', 'best', 'luck', 'imagine', 'promoter', 'medium', 'spent', 'budget', 'putting', 'real', 'fight', 'tv…', 'httpstcoptwsxiulc']"
